incident_date,latitude,longitude,sex,age,marital_status,transport_mode,education_level,witness,crime_type,seguridad.modalidad,special_crime_type,weapon,neighborhood,neighborhood_code,district_code,location,reporting_station,item,item_category,color
12/04/2006 2:30,6.277.499,-75.555.545,Male,20,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Las Esmeraldas,#0411,4,Public road,Aranjuez,Radio,Technology,Unknown
12/04/2006 2:30,6.277.499,-75.555.545,Male,20,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Las Esmeraldas,#0411,4,Public road,Aranjuez,Sin dato documentos,Documentos,Unknown
21/04/2006 18:20,,,Female,49,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,El Poblado,#1418,14,Public road,Poblado,Cash,"Money, jewelry, and valuables",Unknown
21/04/2006 10:00,6.255.622,-75.573.554,Male,69,Married,Taxi,Unknown,Unknown,Personal robbery,Forcejeo,Against taxi driver,None,San Benito,#1006,10,Vehículo particular,Doce de Octubre,Accesorios prendas de vestir,Prendas de vestir y accesorios,Amarillo
21/04/2006 18:20,,,Female,49,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,El Poblado,#1418,14,Public road,Poblado,Cash,"Money, jewelry, and valuables",Unknown
21/04/2006 10:00,6.255.622,-75.573.554,Male,69,Married,Taxi,Unknown,Unknown,Personal robbery,Forcejeo,Against taxi driver,None,San Benito,#1006,10,Vehículo particular,Doce de Octubre,Accesorios prendas de vestir,Prendas de vestir y accesorios,Amarillo
29/04/2006 13:10,,,Male,35,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Grupo delincuencial,None,Los Conquistadores,#1105,11,Almacén tienda y otro,Candelaria,Automóvil,Automóvil,Unknown
29/04/2006 13:10,,,Male,35,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Grupo delincuencial,None,Los Conquistadores,#1105,11,Almacén tienda y otro,Candelaria,Moneda falsa,"Money, jewelry, and valuables",Unknown
29/04/2006 13:10,,,Male,35,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Grupo delincuencial,None,Los Conquistadores,#1105,11,Almacén tienda y otro,Candelaria,Moneda falsa,"Money, jewelry, and valuables",Unknown
29/04/2006 13:10,,,Male,35,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Grupo delincuencial,None,Los Conquistadores,#1105,11,Almacén tienda y otro,Candelaria,Automóvil,Automóvil,Unknown
05/05/2006 21:30,6.253.009,-7.556.616,Female,51,Divorced,Taxi,Unknown,Unknown,Personal robbery,Miedo o terror,Unknown,Firearm,Villa Nueva,#1018,10,Vehículo particular,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
05/05/2006 21:30,6.253.009,-7.556.616,Female,51,Divorced,Taxi,Unknown,Unknown,Personal robbery,Miedo o terror,Unknown,Firearm,Villa Nueva,#1018,10,Vehículo particular,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
31/05/2006 20:00,6.232.549,-75.576.919,Male,55,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Cerro Nutibara Ins.,#Inst_18,16,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
31/05/2006 20:00,6.232.549,-75.576.919,Male,55,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Cerro Nutibara Ins.,#Inst_18,16,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
10/06/2006 22:30,6.210.572,-75.570.366,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Poblado,#1418,14,Public road,Poblado,Cell phone,Technology,Unknown
10/06/2006 22:30,6.210.572,-75.570.366,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Poblado,#1418,14,Public road,Poblado,Cash,"Money, jewelry, and valuables",Unknown
10/06/2006 22:30,6.210.572,-75.570.366,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Poblado,#1418,14,Public road,Poblado,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
10/06/2006 22:30,6.210.572,-75.570.366,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Poblado,#1418,14,Public road,Poblado,Cédula,Documentos,Unknown
10/06/2006 22:30,6.210.572,-75.570.366,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Poblado,#1418,14,Public road,Poblado,Cédula,Documentos,Unknown
10/06/2006 22:30,6.210.572,-75.570.366,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Poblado,#1418,14,Public road,Poblado,Cell phone,Technology,Unknown
10/06/2006 22:30,6.210.572,-75.570.366,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Poblado,#1418,14,Public road,Poblado,Cash,"Money, jewelry, and valuables",Unknown
10/06/2006 22:30,6.210.572,-75.570.366,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Poblado,#1418,14,Public road,Poblado,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
11/06/2006 20:30,,,Male,39,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Colina,#1511,15,Public road,Belén,Accesorios prendas de vestir,Prendas de vestir y accesorios,Unknown
11/06/2006 20:30,,,Male,39,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Colina,#1511,15,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
11/06/2006 20:30,,,Male,39,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Colina,#1511,15,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
11/06/2006 20:30,,,Male,39,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Colina,#1511,15,Public road,Belén,Accesorios prendas de vestir,Prendas de vestir y accesorios,Unknown
23/06/2006 18:15,,,Female,46,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Santa Mónica,#1209,12,Public road,Laureles,Cash,"Money, jewelry, and valuables",Unknown
23/06/2006 18:15,,,Female,46,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Santa Mónica,#1209,12,Public road,Laureles,Cash,"Money, jewelry, and valuables",Unknown
01/07/2006 10:00,6.276.322,-75.573.295,Female,36,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Grupo delincuencial,Firearm,Terminal de Transporte,#Inst_4,5,Fábrica o empresa,Castilla,Cheques,"Money, jewelry, and valuables",Unknown
01/07/2006 10:00,6.276.322,-75.573.295,Female,36,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Grupo delincuencial,Firearm,Terminal de Transporte,#Inst_4,5,Fábrica o empresa,Castilla,Cheques,"Money, jewelry, and valuables",Unknown
07/07/2006 10:34,629.222,-75.568.214,Male,59,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Grupo delincuencial,Firearm,Tricentenario,#0510,5,Vehículo particular,Castilla,Sin dato documentos,Documentos,Unknown
07/07/2006 10:34,629.222,-75.568.214,Male,59,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Grupo delincuencial,Firearm,Tricentenario,#0510,5,Vehículo particular,Castilla,Cash,"Money, jewelry, and valuables",Unknown
07/07/2006 10:34,629.222,-75.568.214,Male,59,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Grupo delincuencial,Firearm,Tricentenario,#0510,5,Vehículo particular,Castilla,Cash,"Money, jewelry, and valuables",Unknown
07/07/2006 10:34,629.222,-75.568.214,Male,59,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Grupo delincuencial,Firearm,Tricentenario,#0510,5,Vehículo particular,Castilla,Sin dato documentos,Documentos,Unknown
09/07/2006 20:30,6.234.088,-75.570.081,Female,42,Married,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,San Diego,#1020,10,Cajero electrónico,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
09/07/2006 20:30,6.234.088,-75.570.081,Female,42,Married,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,San Diego,#1020,10,Cajero electrónico,Candelaria,Accesorios prendas de vestir,Prendas de vestir y accesorios,Unknown
09/07/2006 20:30,6.234.088,-75.570.081,Female,42,Married,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,San Diego,#1020,10,Cajero electrónico,Candelaria,Cell phone,Technology,Unknown
09/07/2006 20:30,6.234.088,-75.570.081,Female,42,Married,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,San Diego,#1020,10,Cajero electrónico,Candelaria,Cell phone,Technology,Unknown
09/07/2006 20:30,6.234.088,-75.570.081,Female,42,Married,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,San Diego,#1020,10,Cajero electrónico,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
09/07/2006 20:30,6.234.088,-75.570.081,Female,42,Married,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,San Diego,#1020,10,Cajero electrónico,Candelaria,Accesorios prendas de vestir,Prendas de vestir y accesorios,Unknown
05/08/2006 1:30,,,Male,26,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,Buenos Aires,#0907,9,Residence,Villa Hermosa,Accesorios prendas de vestir,Prendas de vestir y accesorios,Amarillo
05/08/2006 1:30,,,Male,26,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,Buenos Aires,#0907,9,Residence,Villa Hermosa,Accesorios prendas de vestir,Prendas de vestir y accesorios,Amarillo
05/08/2006 1:30,,,Male,26,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,Buenos Aires,#0907,9,Residence,Villa Hermosa,Accesorios prendas de vestir,Prendas de vestir y accesorios,Amarillo
05/08/2006 1:30,,,Male,26,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,Buenos Aires,#0907,9,Residence,Villa Hermosa,Accesorios prendas de vestir,Prendas de vestir y accesorios,Amarillo
05/08/2006 1:30,,,Male,26,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,Buenos Aires,#0907,9,Residence,Villa Hermosa,Accesorios prendas de vestir,Prendas de vestir y accesorios,Amarillo
05/08/2006 1:30,,,Male,26,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,Buenos Aires,#0907,9,Residence,Villa Hermosa,Accesorios prendas de vestir,Prendas de vestir y accesorios,Amarillo
06/08/2006 1:00,6.267.315,-75.566.748,Male,30,Unknown,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Sevilla,#0407,4,"Institución educativa (jardín, primaria o secundaria)",Aranjuez,Cash,"Money, jewelry, and valuables",Unknown
06/08/2006 1:00,6.267.315,-75.566.748,Male,30,Unknown,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Sevilla,#0407,4,"Institución educativa (jardín, primaria o secundaria)",Aranjuez,Computer,Technology,Unknown
06/08/2006 1:00,6.267.315,-75.566.748,Male,30,Unknown,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Sevilla,#0407,4,"Institución educativa (jardín, primaria o secundaria)",Aranjuez,Computer,Technology,Unknown
06/08/2006 1:00,6.267.315,-75.566.748,Male,30,Unknown,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Sevilla,#0407,4,"Institución educativa (jardín, primaria o secundaria)",Aranjuez,Cash,"Money, jewelry, and valuables",Unknown
10/08/2006 18:00,630.142,-75.563.726,Male,27,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Plaza de Ferias,#Inst_1,5,Vehículo particular,Castilla,Cash,"Money, jewelry, and valuables",Unknown
10/08/2006 18:00,630.142,-75.563.726,Male,27,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Plaza de Ferias,#Inst_1,5,Vehículo particular,Castilla,Cash,"Money, jewelry, and valuables",Unknown
11/08/2006 11:30,6.276.168,-75.572.809,Male,33,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Terminal de Transporte,#Inst_4,5,Vehículo particular,Castilla,Cash,"Money, jewelry, and valuables",Unknown
11/08/2006 10:36,6.239.507,-75.598.273,Male,30,Unknown,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Laureles,#1108,11,Public road,Laureles,Cash,"Money, jewelry, and valuables",Unknown
11/08/2006 11:30,6.276.168,-75.572.809,Male,33,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Terminal de Transporte,#Inst_4,5,Vehículo particular,Castilla,Cash,"Money, jewelry, and valuables",Unknown
11/08/2006 10:36,6.239.507,-75.598.273,Male,30,Unknown,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Laureles,#1108,11,Public road,Laureles,Cash,"Money, jewelry, and valuables",Unknown
17/08/2006 19:45,6.231.466,-75.597.118,Male,58,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Belén,#1603,16,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
17/08/2006 19:45,6.231.466,-75.597.118,Male,58,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Belén,#1603,16,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
18/08/2006 11:30,6.171.802,-75.637.261,Female,53,Married,Autobus,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Rosales,#1602,16,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
18/08/2006 11:30,6.171.802,-75.637.261,Female,53,Married,Autobus,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Rosales,#1602,16,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
23/08/2006 17:00,,,Female,44,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Doce de Octubre No.1,#0602,6,Vehículo particular,Doce de Octubre,Cash,"Money, jewelry, and valuables",Unknown
23/08/2006 17:00,,,Female,44,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Doce de Octubre No.1,#0602,6,Vehículo particular,Doce de Octubre,Cash,"Money, jewelry, and valuables",Unknown
24/08/2006 10:00,6.220.087,-7.556.936,Female,48,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Castropol,#1404,14,Public road,Poblado,Cash,"Money, jewelry, and valuables",Unknown
24/08/2006 10:00,6.220.087,-7.556.936,Female,48,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Castropol,#1404,14,Public road,Poblado,Cash,"Money, jewelry, and valuables",Unknown
31/08/2006 16:30,,,Male,30,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Floresta,#1205,12,Public road,Laureles,Cash,"Money, jewelry, and valuables",Unknown
31/08/2006 16:30,,,Male,30,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Floresta,#1205,12,Public road,Laureles,Cash,"Money, jewelry, and valuables",Unknown
09/09/2006 19:40,,,Female,33,Divorced,Taxi,Unknown,Unknown,Personal robbery,Atraco,Paseo millonario,Firearm,Unknown,SIN DATO,SIN DATO,Bus de servicio público,Poblado,Cash,"Money, jewelry, and valuables",Unknown
09/09/2006 19:40,,,Female,33,Divorced,Taxi,Unknown,Unknown,Personal robbery,Atraco,Paseo millonario,Firearm,Unknown,SIN DATO,SIN DATO,Bus de servicio público,Poblado,Cell phone,Technology,Unknown
09/09/2006 10:30,6.283.411,-7.558.294,Female,33,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,López de Mesa,#0710,7,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
09/09/2006 19:40,,,Female,33,Divorced,Taxi,Unknown,Unknown,Personal robbery,Atraco,Paseo millonario,Firearm,Unknown,SIN DATO,SIN DATO,Bus de servicio público,Poblado,Cell phone,Technology,Unknown
09/09/2006 19:40,,,Female,33,Divorced,Taxi,Unknown,Unknown,Personal robbery,Atraco,Paseo millonario,Firearm,Unknown,SIN DATO,SIN DATO,Bus de servicio público,Poblado,Cash,"Money, jewelry, and valuables",Unknown
09/09/2006 10:30,6.283.411,-7.558.294,Female,33,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,López de Mesa,#0710,7,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
12/09/2006 19:50,625.311,-7.558.644,Male,36,Divorced,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Naranjal,#1103,11,Public road,Laureles,Cash,"Money, jewelry, and valuables",Unknown
12/09/2006 19:50,625.311,-7.558.644,Male,36,Divorced,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Naranjal,#1103,11,Public road,Laureles,Computer,Technology,Unknown
12/09/2006 19:50,625.311,-7.558.644,Male,36,Divorced,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Naranjal,#1103,11,Public road,Laureles,Computer,Technology,Unknown
12/09/2006 19:50,625.311,-7.558.644,Male,36,Divorced,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Naranjal,#1103,11,Public road,Laureles,Cash,"Money, jewelry, and valuables",Unknown
17/09/2006 23:00,6.274.544,-75.564.681,Male,38,Married,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,None,Moravia,#0405,4,Residence,Aranjuez,Revólver,Arma de fuego,Unknown
17/09/2006 23:00,6.274.544,-75.564.681,Male,38,Married,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,None,Moravia,#0405,4,Residence,Aranjuez,Revólver,Arma de fuego,Unknown
21/09/2006 19:00,6.245.416,-75.571.852,Male,32,Married,Taxi,Unknown,Unknown,Personal robbery,Halado,Unknown,None,Guayaquil,#1007,10,Public road,Candelaria,Medicamentos,Medicamento,Unknown
21/09/2006 19:00,6.245.416,-75.571.852,Male,32,Married,Taxi,Unknown,Unknown,Personal robbery,Halado,Unknown,None,Guayaquil,#1007,10,Public road,Candelaria,Medicamentos,Medicamento,Unknown
22/09/2006 10:15,,,Male,32,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Doce de Octubre No.1,#0602,6,Residence,Doce de Octubre,Cash,"Money, jewelry, and valuables",Unknown
22/09/2006 10:15,,,Male,32,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Doce de Octubre No.1,#0602,6,Residence,Doce de Octubre,Cash,"Money, jewelry, and valuables",Unknown
03/10/2006 11:45,,,Male,42,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Tesoro,#1409,14,Public road,Poblado,Cash,"Money, jewelry, and valuables",Unknown
03/10/2006 11:45,,,Male,42,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Tesoro,#1409,14,Public road,Poblado,Cash,"Money, jewelry, and valuables",Unknown
12/10/2006 11:00,,,Male,40,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Belén,#1603,16,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
12/10/2006 11:00,,,Male,40,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Belén,#1603,16,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
13/10/2006 1:00,6.249.351,-75.588.804,Male,21,Single,Taxi,Unknown,Unknown,Personal robbery,Engaño,Unknown,None,Florida Nueva,#1117,11,Public road,Laureles,Accesorios prendas de vestir,Prendas de vestir y accesorios,Unknown
13/10/2006 1:00,6.249.351,-75.588.804,Male,21,Single,Taxi,Unknown,Unknown,Personal robbery,Engaño,Unknown,None,Florida Nueva,#1117,11,Public road,Laureles,Accesorios prendas de vestir,Prendas de vestir y accesorios,Unknown
13/10/2006 1:00,6.249.351,-75.588.804,Male,21,Single,Taxi,Unknown,Unknown,Personal robbery,Engaño,Unknown,None,Florida Nueva,#1117,11,Public road,Laureles,Accesorios prendas de vestir,Prendas de vestir y accesorios,Unknown
13/10/2006 1:00,6.249.351,-75.588.804,Male,21,Single,Taxi,Unknown,Unknown,Personal robbery,Engaño,Unknown,None,Florida Nueva,#1117,11,Public road,Laureles,Accesorios prendas de vestir,Prendas de vestir y accesorios,Unknown
14/10/2006 11:30,6.252.499,-75.604.161,Female,49,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,La América,#1204,12,Bus de servicio público,Laureles,Cash,"Money, jewelry, and valuables",Unknown
14/10/2006 11:30,6.252.499,-75.604.161,Female,49,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,La América,#1204,12,Bus de servicio público,Laureles,Cash,"Money, jewelry, and valuables",Unknown
16/10/2006 19:30,,,Female,31,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,La Castellana,#1110,11,Public road,Belén,Unknown,Unknown,Unknown
16/10/2006 19:30,,,Female,31,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,La Castellana,#1110,11,Public road,Belén,Unknown,Unknown,Unknown
19/10/2006 19:00,6.222.979,-75.602.558,Female,34,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Gloria,#1612,16,Public road,Belén,Computer,Technology,Unknown
19/10/2006 19:00,6.222.979,-75.602.558,Female,34,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Gloria,#1612,16,Public road,Belén,Computer,Technology,Unknown
20/10/2006 9:30,6.260.026,-75.589.046,Female,43,Married,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,Cuarta Brigada,#1115,11,Public road,Laureles,Unknown,Unknown,Unknown
20/10/2006 9:30,6.260.026,-75.589.046,Female,43,Married,Taxi,Unknown,Unknown,Personal robbery,Unknown,Unknown,Unknown,Cuarta Brigada,#1115,11,Public road,Laureles,Unknown,Unknown,Unknown
29/10/2006 21:30,6.248.294,-75.561.435,Male,20,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Boston,#1016,10,Public road,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
29/10/2006 21:30,6.248.294,-75.561.435,Male,20,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Boston,#1016,10,Public road,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
02/11/2006 15:30,,,Unknown,-1,Unknown,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,San Diego,#1020,10,Public road,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
02/11/2006 15:30,,,Unknown,-1,Unknown,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,San Diego,#1020,10,Public road,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
11/11/2006 11:00,6.304.027,-75.570.473,Female,57,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Pedregal,#0604,6,Residence,Doce de Octubre,Sin dato documentos,Documentos,Unknown
11/11/2006 11:00,6.304.027,-75.570.473,Female,57,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Pedregal,#0604,6,Residence,Doce de Octubre,Cash,"Money, jewelry, and valuables",Unknown
11/11/2006 11:00,6.304.027,-75.570.473,Female,57,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Pedregal,#0604,6,Residence,Doce de Octubre,Cash,"Money, jewelry, and valuables",Unknown
11/11/2006 11:00,6.304.027,-75.570.473,Female,57,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Fleteo,Firearm,Pedregal,#0604,6,Residence,Doce de Octubre,Sin dato documentos,Documentos,Unknown
16/11/2006 11:15,6.242.533,-75.596.861,Male,36,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Laureles,#1108,11,Public road,Laureles,Cash,"Money, jewelry, and valuables",Unknown
16/11/2006 11:15,6.242.533,-75.596.861,Male,36,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Laureles,#1108,11,Public road,Laureles,Cash,"Money, jewelry, and valuables",Unknown
24/11/2006 3:00,6.253.572,-75.570.254,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Paseo millonario,Unknown,Estación Villa,#1005,10,Public road,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
24/11/2006 3:00,6.253.572,-75.570.254,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Unknown,Paseo millonario,Unknown,Estación Villa,#1005,10,Public road,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
26/11/2006 19:00,6.231.572,-75.591.356,Male,25,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Rosales,#1602,16,Public road,Belén,Unknown,Unknown,Unknown
26/11/2006 19:00,6.231.572,-75.591.356,Male,25,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Rosales,#1602,16,Public road,Belén,Unknown,Unknown,Unknown
29/11/2006 19:00,,,Male,58,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Loma de los Bernal,#1611,16,Public road,Belén,Radio,Technology,Unknown
29/11/2006 19:00,,,Male,58,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Loma de los Bernal,#1611,16,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
29/11/2006 19:00,,,Male,58,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Loma de los Bernal,#1611,16,Public road,Belén,Cash,"Money, jewelry, and valuables",Unknown
29/11/2006 19:00,,,Male,58,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,La Loma de los Bernal,#1611,16,Public road,Belén,Radio,Technology,Unknown
01/12/2006 14:26,6.197.561,-75.580.909,Unknown,-1,Unknown,Taxi,Unknown,Unknown,Personal robbery,Escopolamina,Unknown,Escopolamina,Guayabal,#1510,15,Public road,Belén,Cámara,Technology,Unknown
01/12/2006 14:26,6.197.561,-75.580.909,Unknown,-1,Unknown,Taxi,Unknown,Unknown,Personal robbery,Escopolamina,Unknown,Escopolamina,Guayabal,#1510,15,Public road,Belén,Cámara,Technology,Unknown
05/12/2006 18:45,,,Female,28,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Paseo millonario,Firearm,San Diego,#1020,10,Public road,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
05/12/2006 18:45,,,Female,28,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Paseo millonario,Firearm,San Diego,#1020,10,Public road,Candelaria,Sin dato documentos,Documentos,Unknown
05/12/2006 18:45,,,Female,28,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Paseo millonario,Firearm,San Diego,#1020,10,Public road,Candelaria,Perfumería,Prendas de vestir y accesorios,Unknown
05/12/2006 18:45,,,Female,28,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Paseo millonario,Firearm,San Diego,#1020,10,Public road,Candelaria,Perfumería,Prendas de vestir y accesorios,Unknown
